El señor de los anillos
Harry Potter y la piedra filosofal
Harry Potter y la camara secreta
Harry Potter y el prisionero de Azkaban
Harry Potter y las reliquias de la muerte
1984
Crepúsculo
Los Pilares de la Tierra
